Freq.,Vvo/Vv1
6.62216503701733e+003,-3.67813544417734e+001,1.70022074195502e+002
6.63743070401879e+003,-3.67311691066368e+001,1.69993188022125e+002
6.65273156201712e+003,-3.66809307745590e+001,1.69964186893950e+002
6.66806769213592e+003,-3.66306391387052e+001,1.69935070107961e+002
6.68343917568585e+003,-3.65802938901425e+001,1.69905836955008e+002
6.69884609416497e+003,-3.65298947178221e+001,1.69876486719744e+002
6.71428852925922e+003,-3.64794413085619e+001,1.69847018680552e+002
6.72976656284288e+003,-3.64289333470281e+001,1.69817432109473e+002
6.74528027697892e+003,-3.63783705157171e+001,1.69787726272143e+002
6.76082975391951e+003,-3.63277524949368e+001,1.69757900427713e+002
6.77641507610645e+003,-3.62770789627883e+001,1.69727953828781e+002
6.79203632617154e+003,-3.62263495951471e+001,1.69697885721316e+002
6.80769358693711e+003,-3.61755640656437e+001,1.69667695344584e+002
6.82338694141639e+003,-3.61247220456446e+001,1.69637381931073e+002
6.83911647281398e+003,-3.60738232042330e+001,1.69606944706415e+002
6.85488226452631e+003,-3.60228672081891e+001,1.69576382889308e+002
6.87068440014201e+003,-3.59718537219700e+001,1.69545695691438e+002
6.88652296344245e+003,-3.59207824076901e+001,1.69514882317399e+002
6.90239803840211e+003,-3.58696529251002e+001,1.69483941964610e+002
6.91830970918905e+003,-3.58184649315679e+001,1.69452873823236e+002
6.93425806016538e+003,-3.57672180820561e+001,1.69421677076101e+002
6.95024317588765e+003,-3.57159120291025e+001,1.69390350898606e+002
6.96626514110737e+003,-3.56645464227983e+001,1.69358894458645e+002
6.98232404077140e+003,-3.56131209107669e+001,1.69327306916511e+002
6.99841996002242e+003,-3.55616351381423e+001,1.69295587424816e+002
7.01455298419939e+003,-3.55100887475472e+001,1.69263735128399e+002
7.03072319883801e+003,-3.54584813790710e+001,1.69231749164232e+002
7.04693068967115e+003,-3.54068126702474e+001,1.69199628661332e+002
7.06317554262930e+003,-3.53550822560319e+001,1.69167372740668e+002
7.07945784384105e+003,-3.53032897687792e+001,1.69134980515063e+002
7.09577767963356e+003,-3.52514348382198e+001,1.69102451089104e+002
7.11213513653296e+003,-3.51995170914367e+001,1.69069783559039e+002
7.12853030126487e+003,-3.51475361528423e+001,1.69036977012680e+002
7.14496326075480e+003,-3.50954916441541e+001,1.69004030529307e+002
7.16143410212869e+003,-3.50433831843710e+001,1.68970943179562e+002
7.17794291271329e+003,-3.49912103897486e+001,1.68937714025348e+002
7.19448978003666e+003,-3.49389728737747e+001,1.68904342119724e+002
7.21107479182866e+003,-3.48866702471449e+001,1.68870826506803e+002
7.22769803602137e+003,-3.48343021177366e+001,1.68837166221638e+002
7.24435960074957e+003,-3.47818680905841e+001,1.68803360290118e+002
7.26105957435121e+003,-3.47293677678530e+001,1.68769407728859e+002
7.27779804536790e+003,-3.46768007488138e+001,1.68735307545086e+002
7.29457510254535e+003,-3.46241666298157e+001,1.68701058736524e+002
7.31139083483383e+003,-3.45714650042603e+001,1.68666660291283e+002
7.32824533138870e+003,-3.45186954625744e+001,1.68632111187738e+002
7.34513868157081e+003,-3.44658575921829e+001,1.68597410394413e+002
7.36207097494702e+003,-3.44129509774813e+001,1.68562556869859e+002
7.37904230129067e+003,-3.43599751998080e+001,1.68527549562533e+002
7.39605275058203e+003,-3.43069298374160e+001,1.68492387410672e+002
7.41310241300883e+003,-3.42538144654446e+001,1.68457069342171e+002
7.43019137896667e+003,-3.42006286558904e+001,1.68421594274452e+002
7.44731973905954e+003,-3.41473719775788e+001,1.68385961114334e+002
7.46448758410032e+003,-3.40940439961338e+001,1.68350168757905e+002
7.48169500511119e+003,-3.40406442739487e+001,1.68314216090384e+002
7.49894209332421e+003,-3.39871723701559e+001,1.68278101985991e+002
7.51622894018170e+003,-3.39336278405967e+001,1.68241825307804e+002
7.53355563733682e+003,-3.38800102377899e+001,1.68205384907622e+002
7.55092227665398e+003,-3.38263191109012e+001,1.68168779625826e+002
7.56832895020939e+003,-3.37725540057115e+001,1.68132008291229e+002
7.58577575029148e+003,-3.37187144645852e+001,1.68095069720935e+002
7.60326276940146e+003,-3.36648000264374e+001,1.68057962720190e+002
7.62079010025376e+003,-3.36108102267021e+001,1.68020686082228e+002
7.63835783577655e+003,-3.35567445972985e+001,1.67983238588125e+002
7.65596606911220e+003,-3.35026026665980e+001,1.67945619006636e+002
7.67361489361783e+003,-3.34483839593902e+001,1.67907826094045e+002
7.69130440286573e+003,-3.33940879968490e+001,1.67869858593998e+002
7.70903469064394e+003,-3.33397142964979e+001,1.67831715237346e+002
7.72680585095666e+003,-3.32852623721749e+001,1.67793394741979e+002
7.74461797802482e+003,-3.32307317339972e+001,1.67754895812657e+002
7.76247116628655e+003,-3.31761218883254e+001,1.67716217140840e+002
7.78036551039767e+003,-3.31214323377275e+001,1.67677357404516e+002
7.79830110523222e+003,-3.30666625809417e+001,1.67638315268027e+002
7.81627804588292e+003,-3.30118121128399e+001,1.67599089381888e+002
7.83429642766174e+003,-3.29568804243896e+001,1.67559678382610e+002
7.85235634610034e+003,-3.29018670026165e+001,1.67520080892511e+002
7.87045789695061e+003,-3.28467713305656e+001,1.67480295519533e+002
7.88860117618517e+003,-3.27915928872625e+001,1.67440320857051e+002
7.90678627999787e+003,-3.27363311476740e+001,1.67400155483683e+002
7.92501330480434e+003,-3.26809855826681e+001,1.67359797963088e+002
7.94328234724243e+003,-3.26255556589741e+001,1.67319246843774e+002
7.96159350417280e+003,-3.25700408391414e+001,1.67278500658893e+002
7.97994687267938e+003,-3.25144405814984e+001,1.67237557926034e+002
7.99834255006990e+003,-3.24587543401103e+001,1.67196417147018e+002
8.01678063387640e+003,-3.24029815647376e+001,1.67155076807682e+002
8.03526122185579e+003,-3.23471217007925e+001,1.67113535377668e+002
8.05378441199028e+003,-3.22911741892958e+001,1.67071791310201e+002
8.07235030248799e+003,-3.22351384668333e+001,1.67029843041867e+002
8.09095899178343e+003,-3.21790139655109e+001,1.66987688992388e+002
8.10961057853802e+003,-3.21228001129100e+001,1.66945327564390e+002
8.12830516164060e+003,-3.20664963320418e+001,1.66902757143174e+002
8.14704284020800e+003,-3.20101020413015e+001,1.66859976096473e+002
8.16582371358553e+003,-3.19536166544212e+001,1.66816982774214e+002
8.18464788134750e+003,-3.18970395804230e+001,1.66773775508273e+002
8.20351544329778e+003,-3.18403702235713e+001,1.66730352612223e+002
8.22242649947031e+003,-3.17836079833240e+001,1.66686712381083e+002
8.24138115012962e+003,-3.17267522542837e+001,1.66642853091060e+002
8.26037949577139e+003,-3.16698024261483e+001,1.66598772999285e+002
8.27942163712294e+003,-3.16127578836606e+001,1.66554470343548e+002
8.29850767514382e+003,-3.15556180065570e+001,1.66509943342029e+002
8.31763771102631e+003,-3.14983821695168e+001,1.66465190193017e+002
8.33681184619594e+003,-3.14410497421096e+001,1.66420209074637e+002
8.35603018231207e+003,-3.13836200887424e+001,1.66374998144558e+002
8.37529282126842e+003,-3.13260925686063e+001,1.66329555539709e+002
8.39459986519356e+003,-3.12684665356224e+001,1.66283879375981e+002
8.41395141645154e+003,-3.12107413383868e+001,1.66237967747928e+002
8.43334757764234e+003,-3.11529163201152e+001,1.66191818728462e+002
8.45278845160249e+003,-3.10949908185866e+001,1.66145430368545e+002
8.47227414140555e+003,-3.10369641660863e+001,1.66098800696869e+002
8.49180475036272e+003,-3.09788356893483e+001,1.66051927719540e+002
8.51138038202335e+003,-3.09206047094968e+001,1.66004809419748e+002
8.53100114017548e+003,-3.08622705419872e+001,1.65957443757437e+002
8.55066712884641e+003,-3.08038324965458e+001,1.65909828668965e+002
8.57037845230328e+003,-3.07452898771095e+001,1.65861962066762e+002
8.59013521505353e+003,-3.06866419817642e+001,1.65813841838980e+002
8.60993752184558e+003,-3.06278881026823e+001,1.65765465849133e+002
8.62978547766928e+003,-3.05690275260598e+001,1.65716831935741e+002
8.64967918775651e+003,-3.05100595320525e+001,1.65667937911958e+002
8.66961875758174e+003,-3.04509833947109e+001,1.65618781565195e+002
8.68960429286259e+003,-3.03917983819151e+001,1.65569360656739e+002
8.70963589956038e+003,-3.03325037553079e+001,1.65519672921368e+002
8.72971368388068e+003,-3.02730987702278e+001,1.65469716066949e+002
8.74983775227393e+003,-3.02135826756408e+001,1.65419487774038e+002
8.77000821143591e+003,-3.01539547140711e+001,1.65368985695472e+002
8.79022516830841e+003,-3.00942141215313e+001,1.65318207455948e+002
8.81048873007970e+003,-3.00343601274515e+001,1.65267150651599e+002
8.83079900418519e+003,-2.99743919546074e+001,1.65215812849560e+002
8.85115609830791e+003,-2.99143088190474e+001,1.65164191587530e+002
8.87156012037917e+003,-2.98541099300191e+001,1.65112284373321e+002
8.89201117857904e+003,-2.97937944898943e+001,1.65060088684400e+002
8.91250938133701e+003,-2.97333616940935e+001,1.65007601967426e+002
8.93305483733251e+003,-2.96728107310089e+001,1.64954821637775e+002
8.95364765549549e+003,-2.96121407819270e+001,1.64901745079056e+002
8.97428794500703e+003,-2.95513510209495e+001,1.64848369642620e+002
8.99497581529990e+003,-2.94904406149136e+001,1.64794692647058e+002
9.01571137605912e+003,-2.94294087233109e+001,1.64740711377692e+002
9.03649473722256e+003,-2.93682544982057e+001,1.64686423086056e+002
9.05732600898155e+003,-2.93069770841516e+001,1.64631824989362e+002
9.07820530178140e+003,-2.92455756181076e+001,1.64576914269964e+002
9.09913272632206e+003,-2.91840492293522e+001,1.64521688074808e+002
9.12010839355864e+003,-2.91223970393975e+001,1.64466143514869e+002
9.14113241470204e+003,-2.90606181619012e+001,1.64410277664582e+002
9.16220490121953e+003,-2.89987117025777e+001,1.64354087561262e+002
9.18332596483535e+003,-2.89366767591080e+001,1.64297570204504e+002
9.20449571753125e+003,-2.88745124210487e+001,1.64240722555587e+002
9.22571427154717e+003,-2.88122177697391e+001,1.64183541536851e+002
9.24698173938176e+003,-2.87497918782076e+001,1.64126024031073e+002
9.26829823379302e+003,-2.86872338110763e+001,1.64068166880825e+002
9.28966386779889e+003,-2.86245426244653e+001,1.64009966887822e+002
9.31107875467783e+003,-2.85617173658941e+001,1.63951420812258e+002
9.33254300796944e+003,-2.84987570741833e+001,1.63892525372121e+002
9.35405674147504e+003,-2.84356607793537e+001,1.63833277242510e+002
9.37562006925833e+003,-2.83724275025248e+001,1.63773673054924e+002
9.39723310564590e+003,-2.83090562558116e+001,1.63713709396545e+002
9.41889596522793e+003,-2.82455460422196e+001,1.63653382809502e+002
9.44060876285875e+003,-2.81818958555395e+001,1.63592689790124e+002
9.46237161365745e+003,-2.81181046802388e+001,1.63531626788178e+002
9.48418463300849e+003,-2.80541714913535e+001,1.63470190206087e+002
9.50604793656233e+003,-2.79900952543772e+001,1.63408376398141e+002
9.52796164023603e+003,-2.79258749251492e+001,1.63346181669682e+002
9.54992586021387e+003,-2.78615094497409e+001,1.63283602276279e+002
9.57194071294795e+003,-2.77969977643405e+001,1.63220634422886e+002
9.59400631515884e+003,-2.77323387951363e+001,1.63157274262979e+002
9.61612278383615e+003,-2.76675314581984e+001,1.63093517897682e+002
9.63829023623921e+003,-2.76025746593584e+001,1.63029361374866e+002
9.66050878989764e+003,-2.75374672940879e+001,1.62964800688236e+002
9.68277856261199e+003,-2.74722082473748e+001,1.62899831776400e+002
9.70509967245440e+003,-2.74067963935984e+001,1.62834450521915e+002
9.72747223776915e+003,-2.73412305964026e+001,1.62768652750312e+002
9.74989637717337e+003,-2.72755097085666e+001,1.62702434229106e+002
9.77237220955760e+003,-2.72096325718752e+001,1.62635790666784e+002
9.79489985408648e+003,-2.71435980169859e+001,1.62568717711766e+002
9.81747943019934e+003,-2.70774048632951e+001,1.62501210951349e+002
9.84011105761083e+003,-2.70110519188018e+001,1.62433265910633e+002
9.86279485631159e+003,-2.69445379799698e+001,1.62364878051414e+002
9.88553094656888e+003,-2.68778618315877e+001,1.62296042771059e+002
9.90831944892716e+003,-2.68110222466271e+001,1.62226755401363e+002
9.93116048420882e+003,-2.67440179860989e+001,1.62157011207367e+002
9.95405417351475e+003,-2.66768477989071e+001,1.62086805386164e+002
9.97700063822501e+003,-2.66095104217012e+001,1.62016133065672e+002
9.99999999999948e+003,-2.65420045787260e+001,1.61944989303386e+002
1.00230523807785e+004,-2.64743289816694e+001,1.61873369085094e+002
1.00461579027834e+004,-2.64064823295086e+001,1.61801267323576e+002
1.00693166885175e+004,-2.63384633083533e+001,1.61728678857266e+002
1.00925288607663e+004,-2.62702705912872e+001,1.61655598448890e+002
1.01157945425985e+004,-2.62019028382071e+001,1.61582020784069e+002
1.01391138573663e+004,-2.61333586956600e+001,1.61507940469898e+002
1.01624869287064e+004,-2.60646367966775e+001,1.61433352033484e+002
1.01859138805406e+004,-2.59957357606085e+001,1.61358249920465e+002
1.02093948370763e+004,-2.59266541929487e+001,1.61282628493478e+002
1.02329299228070e+004,-2.58573906851682e+001,1.61206482030613e+002
1.02565192625135e+004,-2.57879438145372e+001,1.61129804723814e+002
1.02801629812642e+004,-2.57183121439481e+001,1.61052590677256e+002
1.03038612044156e+004,-2.56484942217363e+001,1.60974833905679e+002
1.03276140576134e+004,-2.55784885814975e+001,1.60896528332690e+002
1.03514216667929e+004,-2.55082937419031e+001,1.60817667789017e+002
1.03752841581796e+004,-2.54379082065131e+001,1.60738246010735e+002
1.03992016582900e+004,-2.53673304635857e+001,1.60658256637439e+002
1.04231742939325e+004,-2.52965589858850e+001,1.60577693210388e+002
1.04472021922074e+004,-2.52255922304860e+001,1.60496549170590e+002
1.04712854805084e+004,-2.51544286385761e+001,1.60414817856860e+002
1.04954242865227e+004,-2.50830666352549e+001,1.60332492503819e+002
1.05196187382317e+004,-2.50115046293309e+001,1.60249566239857e+002
1.05438689639120e+004,-2.49397410131148e+001,1.60166032085036e+002
1.05681750921360e+004,-2.48677741622113e+001,1.60081882948956e+002
1.05925372517723e+004,-2.47956024353066e+001,1.59997111628563e+002
1.06169555719867e+004,-2.47232241739539e+001,1.59911710805909e+002
1.06414301822426e+004,-2.46506377023561e+001,1.59825673045853e+002
1.06659612123020e+004,-2.45778413271453e+001,1.59738990793717e+002
1.06905487922260e+004,-2.45048333371586e+001,1.59651656372874e+002
1.07151930523755e+004,-2.44316120032130e+001,1.59563661982287e+002
1.07398941234119e+004,-2.43581755778746e+001,1.59474999693988e+002
1.07646521362978e+004,-2.42845222952271e+001,1.59385661450486e+002
1.07894672222977e+004,-2.42106503706361e+001,1.59295639062128e+002
1.08143395129788e+004,-2.41365580005102e+001,1.59204924204381e+002
1.08392691402115e+004,-2.40622433620597e+001,1.59113508415056e+002
1.08642562361701e+004,-2.39877046130516e+001,1.59021383091462e+002
1.08893009333337e+004,-2.39129398915622e+001,1.58928539487487e+002
1.09144033644870e+004,-2.38379473157251e+001,1.58834968710611e+002
1.09395636627203e+004,-2.37627249834782e+001,1.58740661718841e+002
1.09647819614313e+004,-2.36872709723051e+001,1.58645609317571e+002
1.09900583943246e+004,-2.36115833389757e+001,1.58549802156364e+002
1.10153930954136e+004,-2.35356601192816e+001,1.58453230725656e+002
1.10407861990201e+004,-2.34594993277694e+001,1.58355885353367e+002
1.10662378397761e+004,-2.33830989574707e+001,1.58257756201439e+002
1.10917481526234e+004,-2.33064569796286e+001,1.58158833262276e+002
1.11173172728153e+004,-2.32295713434214e+001,1.58059106355099e+002
1.11429453359167e+004,-2.31524399756822e+001,1.57958565122204e+002
1.11686324778050e+004,-2.30750607806166e+001,1.57857199025130e+002
1.11943788346709e+004,-2.29974316395164e+001,1.57754997340717e+002
1.12201845430190e+004,-2.29195504104701e+001,1.57651949157077e+002
1.12460497396687e+004,-2.28414149280707e+001,1.57548043369446e+002
1.12719745617545e+004,-2.27630230031203e+001,1.57443268675935e+002
1.12979591467274e+004,-2.26843724223308e+001,1.57337613573173e+002
1.13240036323550e+004,-2.26054609480230e+001,1.57231066351828e+002
1.13501081567225e+004,-2.25262863178218e+001,1.57123615092014e+002
1.13762728582337e+004,-2.24468462443480e+001,1.57015247658576e+002
1.14024978756111e+004,-2.23671384149082e+001,1.56905951696252e+002
1.14287833478971e+004,-2.22871604911814e+001,1.56795714624700e+002
1.14551294144547e+004,-2.22069101089025e+001,1.56684523633399e+002
1.14815362149682e+004,-2.21263848775438e+001,1.56572365676407e+002
1.15080038894437e+004,-2.20455823799931e+001,1.56459227466986e+002
1.15345325782103e+004,-2.19645001722299e+001,1.56345095472069e+002
1.15611224219203e+004,-2.18831357829987e+001,1.56229955906590e+002
1.15877735615506e+004,-2.18014867134803e+001,1.56113794727651e+002
1.16144861384028e+004,-2.17195504369608e+001,1.55996597628530e+002
1.16412602941043e+004,-2.16373243984983e+001,1.55878350032532e+002
1.16680961706090e+004,-2.15548060145881e+001,1.55759037086662e+002
1.16949939101981e+004,-2.14719926728260e+001,1.55638643655125e+002
1.17219536554807e+004,-2.13888817315694e+001,1.55517154312650e+002
1.17489755493946e+004,-2.13054705195984e+001,1.55394553337622e+002
1.17760597352074e+004,-2.12217563357739e+001,1.55270824705028e+002
1.18032063565166e+004,-2.11377364486964e+001,1.55145952079200e+002
1.18304155572510e+004,-2.10534080963626e+001,1.55019918806357e+002
1.18576874816709e+004,-2.09687684858228e+001,1.54892707906937e+002
1.18850222743695e+004,-2.08838147928373e+001,1.54764302067704e+002
1.19124200802731e+004,-2.07985441615329e+001,1.54634683633644e+002
1.19398810446421e+004,-2.07129537040599e+001,1.54503834599617e+002
1.19674053130718e+004,-2.06270405002504e+001,1.54371736601775e+002
1.19949930314931e+004,-2.05408015972768e+001,1.54238370908735e+002
1.20226443461735e+004,-2.04542340093124e+001,1.54103718412493e+002
1.20503594037173e+004,-2.03673347171938e+001,1.53967759619080e+002
1.20781383510671e+004,-2.02801006680855e+001,1.53830474638940e+002
1.21059813355041e+004,-2.01925287751480e+001,1.53691843177036e+002
1.21338885046491e+004,-2.01046159172085e+001,1.53551844522656e+002
1.21618600064630e+004,-2.00163589384359e+001,1.53410457538933e+002
1.21898959892480e+004,-1.99277546480209e+001,1.53267660652042e+002
1.22179966016480e+004,-1.98387998198606e+001,1.53123431840088e+002
1.22461619926498e+004,-1.97494911922490e+001,1.52977748621664e+002
1.22743923115834e+004,-1.96598254675750e+001,1.52830588044062e+002
1.23026877081231e+004,-1.95697993120270e+001,1.52681926671138e+002
1.23310483322884e+004,-1.94794093553060e+001,1.52531740570817e+002
1.23594743344444e+004,-1.93886521903479e+001,1.52380005302211e+002
1.23879658653030e+004,-1.92975243730563e+001,1.52226695902362e+002
1.24165230759234e+004,-1.92060224220457e+001,1.52071786872576e+002
1.24451461177131e+004,-1.91141428183978e+001,1.51915252164350e+002
1.24738351424287e+004,-1.90218820054306e+001,1.51757065164863e+002
1.25025903021765e+004,-1.89292363884825e+001,1.51597198682034e+002
1.25314117494134e+004,-1.88362023347124e+001,1.51435624929114e+002
1.25602996369480e+004,-1.87427761729167e+001,1.51272315508817e+002
1.25892541179410e+004,-1.86489541933665e+001,1.51107241396952e+002
1.26182753459060e+004,-1.85547326476636e+001,1.50940372925556e+002
1.26473634747108e+004,-1.84601077486203e+001,1.50771679765511e+002
1.26765186585777e+004,-1.83650756701623e+001,1.50601130908614e+002
1.27057410520847e+004,-1.82696325472583e+001,1.50428694649094e+002
1.27350308101659e+004,-1.81737744758769e+001,1.50254338564555e+002
1.27643880881127e+004,-1.80774975129749e+001,1.50078029496325e+002
1.27938130415745e+004,-1.79807976765174e+001,1.49899733529190e+002
1.28233058265595e+004,-1.78836709455336e+001,1.49719415970490e+002
1.28528665994354e+004,-1.77861132602097e+001,1.49537041328565e+002
1.28824955169306e+004,-1.76881205220241e+001,1.49352573290521e+002
1.29121927361346e+004,-1.75896885939242e+001,1.49165974699295e+002
1.29419584144991e+004,-1.74908133005523e+001,1.48977207529993e+002
1.29717927098388e+004,-1.73914904285203e+001,1.48786232865492e+002
1.30016957803322e+004,-1.72917157267391e+001,1.48593010871256e+002
1.30316677845222e+004,-1.71914849068065e+001,1.48397500769364e+002
1.30617088813177e+004,-1.70907936434561e+001,1.48199660811708e+002
1.30918192299933e+004,-1.69896375750734e+001,1.47999448252349e+002
1.31219989901913e+004,-1.68880123042832e+001,1.47796819318982e+002
1.31522483219216e+004,-1.67859133986132e+001,1.47591729183509e+002
1.31825673855633e+004,-1.66833363912385e+001,1.47384131931662e+002
1.32129563418650e+004,-1.65802767818144e+001,1.47173980531671e+002
1.32434153519459e+004,-1.64767300374011e+001,1.46961226801927e+002
1.32739445772966e+004,-1.63726915934897e+001,1.46745821377628e+002
1.33045441797801e+004,-1.62681568551333e+001,1.46527713676346e+002
1.33352143216325e+004,-1.61631211981923e+001,1.46306851862528e+002
1.33659551654636e+004,-1.60575799707012e+001,1.46083182810842e+002
1.33967668742586e+004,-1.59515284943656e+001,1.45856652068382e+002
1.34276496113779e+004,-1.58449620661963e+001,1.45627203815671e+002
1.34586035405587e+004,-1.57378759602928e+001,1.45394780826429e+002
1.34896288259157e+004,-1.56302654297828e+001,1.45159324426084e+002
1.35207256319420e+004,-1.55221257089315e+001,1.44920774448969e+002
1.35518941235096e+004,-1.54134520154285e+001,1.44679069194188e+002
1.35831344658707e+004,-1.53042395528679e+001,1.44434145380100e+002
1.36144468246587e+004,-1.51944835134304e+001,1.44185938097393e+002
1.36458313658884e+004,-1.50841790807842e+001,1.43934380760706e+002
1.36772882559577e+004,-1.49733214332168e+001,1.43679405058760e+002
1.37088176616477e+004,-1.48619057470143e+001,1.43420940902974e+002
1.37404197501243e+004,-1.47499272001033e+001,1.43158916374506e+002
1.37720946889387e+004,-1.46373809759729e+001,1.42893257669716e+002
1.38038426460280e+004,-1.45242622678963e+001,1.42623889043978e+002
1.38356637897170e+004,-1.44105662834688e+001,1.42350732753845e+002
1.38675582887181e+004,-1.42962882494856e+001,1.42073708997505e+002
1.38995263121327e+004,-1.41814234171797e+001,1.41792735853519e+002
1.39315680294522e+004,-1.40659670678425e+001,1.41507729217795e+002
1.39636836105585e+004,-1.39499145188549e+001,1.41218602738786e+002
1.39958732257254e+004,-1.38332611301501e+001,1.40925267750885e+002
1.40281370456187e+004,-1.37160023111413e+001,1.40627633205995e+002
1.40604752412983e+004,-1.35981335281396e+001,1.40325605603259e+002
1.40928879842179e+004,-1.34796503122952e+001,1.40019088916944e+002
1.41253754462267e+004,-1.33605482680955e+001,1.39707984522472e+002
1.41579377995700e+004,-1.32408230824530e+001,1.39392191120599e+002
1.41905752168901e+004,-1.31204705344228e+001,1.39071604659744e+002
1.42232878712274e+004,-1.29994865055872e+001,1.38746118256502e+002
1.42560759360210e+004,-1.28778669911499e+001,1.38415622114343e+002
1.42889395851102e+004,-1.27556081117829e+001,1.38080003440558e+002
1.43218789927346e+004,-1.26327061262735e+001,1.37739146361471e+002
1.43548943335357e+004,-1.25091574450212e+001,1.37392931836009e+002
1.43879857825576e+004,-1.23849586444327e+001,1.37041237567681e+002
1.44211535152478e+004,-1.22601064822751e+001,1.36683937915063e+002
1.44543977074584e+004,-1.21345979140400e+001,1.36320903800909e+002
1.44877185354467e+004,-1.20084301103821e+001,1.35952002620007e+002
1.45211161758766e+004,-1.18816004756935e+001,1.35577098145937e+002
1.45545908058188e+004,-1.17541066678843e+001,1.35196050436906e+002
1.45881426027526e+004,-1.16259466194342e+001,1.34808715740873e+002
1.46217717445663e+004,-1.14971185597946e+001,1.34414946400191e+002
1.46554784095582e+004,-1.13676210392130e+001,1.34014590756044e+002
1.46892627764378e+004,-1.12374529540631e+001,1.33607493052986e+002
1.47231250243263e+004,-1.11066135737621e+001,1.33193493343926e+002
1.47570653327581e+004,-1.09751025693636e+001,1.32772427395967e+002
1.47910838816812e+004,-1.08429200439158e+001,1.32344126597530e+002
1.48251808514586e+004,-1.07100665646770e+001,1.31908417867278e+002
1.48593564228692e+004,-1.05765431972869e+001,1.31465123565387e+002
1.48936107771082e+004,-1.04423515419912e+001,1.31014061407807e+002
1.49279440957891e+004,-1.03074937720201e+001,1.30555044384197e+002
1.49623565609434e+004,-1.01719726742265e+001,1.30087880680324e+002
1.49968483550228e+004,-1.00357916920865e+001,1.29612373605780e+002
1.50314196608993e+004,-9.89895497116999e+000,1.29128321527976e+002
1.50660706618665e+004,-9.76146740718525e+000,1.28635517813473e+002
1.51008015416406e+004,-9.62333469670645e+000,1.28133750777808e+002
1.51356124843612e+004,-9.48456339068443e+000,1.27622803645098e+002
1.51705036745924e+004,-9.34516095084587e+000,1.27102454518833e+002
1.52054752973240e+004,-9.20513580907433e+000,1.26572476365397e+002
1.52405275379720e+004,-9.06449742986813e+000,1.26032637011999e+002
1.52756605823798e+004,-8.92325637595677e+000,1.25482699160862e+002
1.53108746168194e+004,-8.78142437715107e+000,1.24922420421665e+002
1.53461698279920e+004,-8.63901440248969e+000,1.24351553364419e+002
1.53815464030294e+004,-8.49604073572941e+000,1.23769845595122e+002
1.54170045294946e+004,-8.35251905420796e+000,1.23177039856752e+002
1.54525443953832e+004,-8.20846651109008e+000,1.22572874158330e+002
1.54881661891239e+004,-8.06390182097688e+000,1.21957081934998e+002
1.55238700995799e+004,-7.91884534883502e+000,1.21329392242277e+002
1.55596563160498e+004,-7.77331920216279e+000,1.20689529987852e+002
1.55955250282686e+004,-7.62734732627347e+000,1.20037216204479e+002
1.56314764264086e+004,-7.48095560252994e+000,1.19372168367794e+002
1.56675107010805e+004,-7.33417194931207e+000,1.18694100763006e+002
1.57036280433346e+004,-7.18702642544099e+000,1.18002724904676e+002
1.57398286446612e+004,-7.03955133571641e+000,1.17297750013934e+002
1.57761126969925e+004,-6.89178133815164e+000,1.16578883557644e+002
1.58124803927029e+004,-6.74375355240605e+000,1.15845831854191e+002
1.58489319246102e+004,-6.59550766882611e+000,1.15098300750593e+002
1.58854674859768e+004,-6.44708605740505e+000,1.14335996375752e+002
1.59220872705107e+004,-6.29853387586232e+000,1.13558625974604e+002
1.59587914723663e+004,-6.14989917592796e+000,1.12765898827856e+002
1.59955802861457e+004,-6.00123300678699e+000,1.11957527261861e+002
1.60324539068994e+004,-5.85258951450909e+000,1.11133227752911e+002
1.60694125301278e+004,-5.70402603614059e+000,1.10292722129849e+002
1.61064563517817e+004,-5.55560318699329e+000,1.09435738878468e+002
1.61435855682639e+004,-5.40738493950708e+000,1.08562014550473e+002
1.61808003764296e+004,-5.25943869191039e+000,1.07671295279031e+002
1.62181009735883e+004,-5.11183532474637e+000,1.06763338401984e+002
1.62554875575038e+004,-4.96464924318001e+000,1.05837914192602e+002
1.62929603263962e+004,-4.81795840285774e+000,1.04894807696457e+002
1.63305194789423e+004,-4.67184431696069e+000,1.03933820671386e+002
1.63681652142771e+004,-4.52639204197214e+000,1.02954773625722e+002
1.64058977319944e+004,-4.38169013959391e+000,1.01957507947973e+002
1.64437172321483e+004,-4.23783061218271e+000,1.00941888118846e+002
1.64816239152540e+004,-4.09490880905135e+000,9.99078039940618e+001
1.65196179822891e+004,-3.95302330100617e+000,9.88551731437254e+001
1.65576996346942e+004,-3.81227572056136e+000,9.77839432311791e+001
1.65958690743746e+004,-3.67277056541066e+000,9.66940944112675e+001
1.66341265037006e+004,-3.53461496294135e+000,9.55856417248821e+001
1.66724721255096e+004,-3.39791839385861e+000,9.44586374635481e+001
1.67109061431060e+004,-3.26279237335245e+000,9.33131734747699e+001
1.67494287602633e+004,-3.12935008869530e+000,9.21493833759532e+001
1.67880401812245e+004,-2.99770599269899e+000,9.09674446420459e+001
1.68267406107036e+004,-2.86797535309653e+000,8.97675805297438e+001
1.68655302538863e+004,-2.74027375863775e+000,8.85500617992755e+001
1.69044093164316e+004,-2.61471658348577e+000,8.73152081935483e+001
1.69433780044722e+004,-2.49141841238256e+000,8.60633896339478e+001
1.69824365246164e+004,-2.37049242997530e+000,8.47950270924370e+001
1.70215850839484e+004,-2.25204977866383e+000,8.35105931009108e+001
